,idncase,last_judge_name,ij_final_date,case_outcome,nationality,language,represented,custody
81862,12716186,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81863,12858936,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81864,11079985,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81865,11588935,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81866,14524730,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81867,13596116,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81868,14135392,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81869,13386824,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81870,11216785,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81871,12716187,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81872,14524731,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81873,14722953,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81874,12685240,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81875,14586693,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81876,13005910,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81877,13999690,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81878,14669058,"Simons, Ian R.",,,Afghanistan,English,False,Never Detained
81879,13587681,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81880,13260891,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81881,12094725,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81882,13999691,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81883,12953348,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81884,14023645,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81885,11570269,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81886,12278552,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81887,14847942,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81888,12178853,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81889,13459014,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81890,13459440,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81891,14319081,"Simons, Ian R.",,,Chile,Spanish,False,Never Detained
81892,13151116,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81893,11991025,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81894,11214567,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81895,11536195,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81896,14127091,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81897,14766887,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81898,13858122,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81899,14623255,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
81900,14839671,"Simons, Ian R.",,,Haiti,Spanish,False,Never Detained
81901,11062124,"Simons, Ian R.",,,Honduras,Spanish,False,Never Detained
81902,12712913,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81903,11838099,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81904,15013915,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81905,11701075,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81906,12858937,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81907,13851493,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81908,12094421,"Simons, Ian R.",,,Honduras,Spanish,False,Never Detained
81909,12445679,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81910,14380444,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81911,11838109,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81912,12685249,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81913,13999689,"Simons, Ian R.",,,Peru,Spanish,False,Never Detained
81914,15019247,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81915,14807698,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81916,12717748,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81917,14724240,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
81918,13459441,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
81919,13532441,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81920,14023646,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81921,14605778,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81922,14807667,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81923,13648128,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81924,12289894,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
81926,14838387,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81927,14378969,"Simons, Ian R.",,,Angola,Spanish,False,Never Detained
81928,14255132,"Simons, Ian R.",,,Chile,Spanish,False,Never Detained
81929,14585205,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81930,14677678,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81931,14479883,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
81932,11493317,"Hansen, Katherine L.",,,Russia,Russian,False,Never Detained
81933,12780860,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81934,14608063,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81935,14608051,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81936,12837487,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
81937,14755090,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
81938,15209856,"Simons, Ian R.",,,Colombia,English,False,Never Detained
81939,14399830,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
81940,11073441,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81941,15515518,"Hansen, Katherine L.",,,Iraq,English,False,Never Detained
81942,15091502,"Gundlach, Robert",,,Yemen,English,False,Never Detained
81943,15027369,"Simons, Ian R.",,,United Arab Emirates,English,False,Never Detained
81945,13448378,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81946,12595009,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81947,12990439,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81949,11819963,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81950,12875034,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81951,12389900,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81952,11936617,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
81953,13249624,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81954,12389899,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81956,14550027,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81958,14851897,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81959,12990274,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81960,13027804,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81961,12061914,"Gundlach, Robert",,,Honduras,Spanish,False,Never Detained
81962,11256072,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81963,12728903,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81964,13907741,"Hansen, Katherine L.",,,Mauritania,Hassaniya,False,Never Detained
81965,12728904,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81966,12941293,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
81967,13320837,"Simons, Ian R.",,,Ecuador,Spanish,False,Never Detained
81968,12207063,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81969,11861143,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81970,12663770,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
81971,13265082,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81972,14625797,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81973,13923091,"Simons, Ian R.",,,Haiti,Creole,False,Never Detained
81974,13939533,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81975,14164789,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81976,14164790,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81977,11816673,"Hansen, Katherine L.",,,Cuba,Spanish,False,Never Detained
81978,14003390,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81979,12007847,"Cooper, Christopher",,,Nicaragua,Spanish,False,Never Detained
81980,12489408,"Simons, Ian R.",,,Senegal,Wolof,False,Never Detained
81981,13177006,"Simons, Ian R.",,,Guatemala,Spanish,False,Never Detained
81982,11905103,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81983,14503657,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
81984,10427484,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81986,13433940,"Simons, Ian R.",,,Senegal,French,False,Never Detained
81987,12685878,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81988,12685879,"Gundlach, Robert",,,Peru,Spanish,False,Never Detained
81989,12430535,"Simons, Ian R.",,,Peru,Spanish,False,Never Detained
81990,12430536,"Simons, Ian R.",,,Chile,Spanish,False,Never Detained
81991,12337949,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81992,13733452,"Gundlach, Robert",,,India,Konkani,False,Never Detained
81993,14370615,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81994,10699491,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
81995,13299326,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81996,11521565,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81997,13324863,"Hansen, Katherine L.",,,Honduras,Spanish,False,Never Detained
81998,10312997,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81999,12851071,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
82000,12493728,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82001,10704797,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82002,14480495,"Hansen, Katherine L.",,,Mauritania,Arabic,False,Never Detained
82003,14061716,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82004,13439597,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82005,13948952,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82006,14782095,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82007,14757919,"Hansen, Katherine L.",,,Cuba,Spanish,False,Never Detained
82008,14585077,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82010,14682771,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82011,13806473,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
82012,14617171,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82013,14713025,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
82014,14617086,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
82015,13577260,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82016,14491531,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82017,13510644,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
82018,13510645,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
82019,10887519,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82020,10637883,"Hansen, Katherine L.",,,Nicaragua,Spanish,False,Never Detained
82021,12573193,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82022,11989626,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
82023,13148445,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
82024,13717937,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
82025,13379777,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
82026,11698665,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
82027,14288928,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82028,11653847,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
82029,14820019,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
82030,13379997,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82031,12908927,"Hansen, Katherine L.",,,Senegal,Wolof,False,Never Detained
82032,10622122,"Hansen, Katherine L.",,,Cuba,Spanish,False,Never Detained
82033,12016149,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
82034,13886571,"Gundlach, Robert",,,Jordan,Arabic,False,Never Detained
82035,13273451,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82036,10850484,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
82037,13294812,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82038,13299325,"Simons, Ian R.",,,Honduras,Spanish,False,Never Detained
82039,13373611,"Cooper, Christopher",,,Cuba,Spanish,False,Never Detained
82040,13128594,"Simons, Ian R.",,,Honduras,Spanish,False,Never Detained
82041,10775293,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
82043,10850485,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
82044,13457065,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
82046,14254069,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82047,13458149,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
82048,14542876,"Hansen, Katherine L.",,,El Salvador,Spanish,False,Never Detained
82049,14793330,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
82050,14445301,"Hansen, Katherine L.",,,Ecuador,Spanish,False,Never Detained
82051,14762454,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82052,12827652,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82053,12503203,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82054,14612314,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82055,12021924,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
82056,14784219,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82057,12021921,"Simons, Ian R.",,,Honduras,Spanish,False,Never Detained
82058,12277529,"Hansen, Katherine L.",,,Honduras,Spanish,False,Never Detained
82059,13547462,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82060,13547850,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
82061,12620333,"Gundlach, Robert",,,Haiti,Creole,False,Never Detained
82062,13254771,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82063,13754942,"Gundlach, Robert",,,Mauritania,Arabic,False,Never Detained
82064,13007512,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
82065,13967543,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82066,14713311,"Hansen, Katherine L.",,,Honduras,Spanish,False,Never Detained
82067,13430974,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82069,14708178,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82070,14463275,"Gundlach, Robert",,,Haiti,Creole,False,Never Detained
82071,11630042,"Gundlach, Robert",,,Mauritania,Arabic,False,Never Detained
82072,12023467,"Simons, Ian R.",,,Mauritania,English,False,Never Detained
82073,12302628,"Gundlach, Robert",,,Mauritania,Arabic,False,Never Detained
82074,12237358,"Simons, Ian R.",,,Mauritania,Arabic,False,Never Detained
82076,12613924,"Hansen, Katherine L.",,,Mauritania,Arabic,False,Never Detained
82079,11628262,"Gundlach, Robert",,,Mauritania,Hassaniya,False,Never Detained
82080,12057831,"Gundlach, Robert",,,Mauritania,Aramaic,False,Never Detained
82081,12426568,"Simons, Ian R.",,,Mauritania,Hassaniya,False,Never Detained
82082,13633506,"Hansen, Katherine L.",,,Mauritania,Arabic,False,Never Detained
82083,14399765,"Simons, Ian R.",,,Haiti,Creole,False,Never Detained
82084,12271566,"Hansen, Katherine L.",,,Haiti,Creole,False,Never Detained
82085,12272214,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82086,11930696,"Hansen, Katherine L.",,,Honduras,Spanish,False,Never Detained
82087,13478784,"Simons, Ian R.",,,Haiti,Creole,False,Never Detained
82088,14622809,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
82090,10528413,"Hansen, Katherine L.",,,Nicaragua,Spanish,False,Never Detained
82091,13825985,"Simons, Ian R.",,,Mauritania,Arabic,False,Never Detained
82092,14055820,"Simons, Ian R.",,,Nicaragua,Spanish,False,Never Detained
82096,12497084,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82097,14015184,"Gundlach, Robert",,,Ecuador,Spanish,False,Never Detained
82098,10874171,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
82099,13484081,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82100,12788175,"Cooper, Christopher",,,Senegal,Wolof,False,Never Detained
82101,14804818,"Hansen, Katherine L.",,,Cuba,Spanish,False,Never Detained
82102,14486327,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
82103,12084062,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
82104,13364299,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82105,12084065,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
82106,13644382,"Simons, Ian R.",,,El Salvador,Spanish,False,Never Detained
82107,14177471,"Hansen, Katherine L.",,,Mauritania,Hassaniya,False,Never Detained
82108,14085920,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
82109,13303563,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82110,14012165,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
82111,14821123,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82112,14339311,"Gundlach, Robert",,,Guatemala,Spanish,False,Never Detained
82113,14379388,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82114,14339660,"Gundlach, Robert",,,Guatemala,Spanish,False,Never Detained
82115,14339312,"Gundlach, Robert",,,Guatemala,Spanish,False,Never Detained
82116,14339313,"Simons, Ian R.",,,Guatemala,Spanish,False,Never Detained
82117,14069249,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
82118,13545921,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
82119,12526673,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
82121,12654259,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
82122,12654231,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82123,13160349,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
82124,14423400,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
