,idncase,last_judge_name,ij_final_date,case_outcome,nationality,language,represented,custody
81489,12821528,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81490,14130657,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81491,14604125,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81492,12892955,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81493,14859840,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81494,12990467,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81495,14585605,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81496,12660532,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81497,12892944,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81498,12996931,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81499,13999693,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81500,14672992,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81501,14854345,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81503,13516398,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
81504,14681586,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
81505,14461226,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
81506,14572043,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
81507,14836446,"Hansen, Katherine L.",,,Ecuador,Spanish,False,Never Detained
81508,14787343,"Cooper, Christopher",,,Haiti,Creole,False,Never Detained
81509,11629858,"Gundlach, Robert",,,Haiti,Creole,False,Never Detained
81510,13757853,"Cooper, Christopher",,,Haiti,Spanish,False,Never Detained
81511,14788177,"Simons, Ian R.",,,Haiti,Spanish,False,Never Detained
81512,11891910,"Gundlach, Robert",,,Honduras,Spanish,False,Never Detained
81513,14412408,"Gundlach, Robert",,,Honduras,Spanish,False,Never Detained
81514,12290995,"Simons, Ian R.",,,Honduras,Spanish,False,Never Detained
81515,14190171,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81516,14799776,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81517,14134063,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
81518,14696571,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81519,12559513,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81520,13952163,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81521,13695600,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81522,12411804,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81523,12793903,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81524,14174414,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81525,14375451,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81526,14456929,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81527,14800925,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81528,13828704,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81529,12351198,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81530,14249687,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81531,14428723,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81532,13904752,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81533,14209235,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81534,14772239,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81535,13394748,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81536,14378773,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81537,14792394,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81539,12034980,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81540,12035037,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81541,13576307,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81542,14255369,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81543,11698363,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81544,12521711,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81545,12710311,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81546,13023789,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81547,14336173,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81548,14577578,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81550,14608687,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
81551,11644644,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
81552,14411449,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
81554,14371186,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
81555,14746824,"Hansen, Katherine L.",,,Ecuador,Spanish,False,Never Detained
81556,13985547,"Cooper, Christopher",,,Haiti,Spanish,False,Never Detained
81557,12766500,"Cooper, Christopher",,,Haiti,Spanish,False,Never Detained
81558,13655098,"Cooper, Christopher",,,Haiti,Spanish,False,Never Detained
81559,14589525,"Gundlach, Robert",,,Haiti,Spanish,False,Never Detained
81560,14726424,"Gundlach, Robert",,,Haiti,Spanish,False,Never Detained
81562,14832988,"Simons, Ian R.",,,Haiti,Spanish,False,Never Detained
81563,14532025,"Cooper, Christopher",,,Honduras,Spanish,False,Never Detained
81564,12438923,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81565,12243983,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
81566,14216777,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
81567,14169920,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81568,14851838,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81569,13699904,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81570,12336984,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81571,12405862,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81572,12478363,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81573,12757581,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81574,14449323,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81575,14682912,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81576,14847683,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81577,12344765,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81578,14474611,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81579,14485839,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81580,14802363,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81581,14818979,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81582,12573815,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81583,14094963,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81584,14233751,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81585,14536779,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81586,14635277,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81587,14755260,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81588,14804796,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81589,14241999,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81590,12779795,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81591,12946779,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81592,14747618,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81593,14774818,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81594,14085213,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81595,12961469,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81596,13906202,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81597,14316052,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81598,14378623,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81599,14559691,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81600,14614992,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81602,14812919,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81603,12704234,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81604,12187026,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81605,12695627,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81606,13295609,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81607,13455493,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81608,14109750,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81609,14460638,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81610,14669262,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81611,14838272,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81612,14677757,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81615,14721528,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
81616,14737466,"Hansen, Katherine L.",,,Cuba,Spanish,False,Never Detained
81617,12886405,"Simons, Ian R.",,,Guatemala,Spanish,False,Never Detained
81618,12766644,"Cooper, Christopher",,,Haiti,Spanish,False,Never Detained
81619,14343326,"Hansen, Katherine L.",,,Haiti,Spanish,False,Never Detained
81620,14857693,"Hansen, Katherine L.",,,Haiti,Spanish,False,Never Detained
81622,12665538,"Cooper, Christopher",,,Honduras,Spanish,False,Never Detained
81623,12290778,"Hansen, Katherine L.",,,Honduras,Spanish,False,Never Detained
81624,14687407,"Hansen, Katherine L.",,,Honduras,Spanish,False,Never Detained
81625,14210403,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
81626,11964594,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81627,12801629,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81628,12830913,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81629,14191656,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81630,14729742,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81631,14501203,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81632,12460301,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81633,12782315,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81634,13080200,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81635,13162765,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81636,13982645,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81637,14118087,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81638,11684549,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81639,14659236,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81640,14250299,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81641,12887277,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81642,13197210,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81643,13543315,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81644,12213036,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81645,13347605,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81646,14092922,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81647,14316071,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81649,11215930,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81650,12521445,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81651,12632893,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81652,13952791,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81653,14585760,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81654,14838462,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81655,14860169,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81656,14677664,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81657,14750557,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81659,14525822,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
81660,14410261,"Hansen, Katherine L.",,,Cuba,Spanish,False,Never Detained
81661,14405715,"Cooper, Christopher",,,Haiti,Creole,False,Never Detained
81662,13374283,"Cooper, Christopher",,,Haiti,Creole,False,Never Detained
81663,14319299,"Simons, Ian R.",,,Haiti,Spanish,False,Never Detained
81664,13852761,"Hansen, Katherine L.",,,Honduras,Spanish,False,Never Detained
81665,14456711,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81666,13927856,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81667,14141578,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81668,12886005,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81669,13621145,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81670,14185286,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81671,14799741,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81672,13162841,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81673,14451062,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81674,14750521,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81675,12460172,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81676,13160573,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81677,14458781,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81678,11388720,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81679,12125535,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81680,12286143,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81681,14298489,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81682,12677957,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81683,13123783,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81684,11708884,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81685,14367070,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81686,12891321,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81687,14776770,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81688,13291607,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81689,14812903,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81690,12712415,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81691,13372322,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81692,14180530,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81693,14505185,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81694,14650946,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81695,12893444,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81696,14749918,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81697,14533737,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81698,14533766,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81699,14127718,"Simons, Ian R.",,,Armenia,Armenian,False,Never Detained
81700,14205867,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
81701,14819213,"Cooper, Christopher",,,Ghana,English,False,Never Detained
81702,14257685,"Hansen, Katherine L.",,,Haiti,Creole,False,Never Detained
81703,12898248,"Hansen, Katherine L.",,,Haiti,Creole,False,Never Detained
81704,13740793,"Cooper, Christopher",,,Haiti,Spanish,False,Never Detained
81705,12991739,"Gundlach, Robert",,,Haiti,Spanish,False,Never Detained
81706,12906670,"Gundlach, Robert",,,Honduras,Spanish,False,Never Detained
81707,11654962,"Hansen, Katherine L.",,,Honduras,Spanish,False,Never Detained
81708,12342158,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81709,14620409,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81710,11890275,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81711,14392943,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81712,13261668,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
81713,13621001,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81714,14487559,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81715,14682045,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81716,14819236,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81717,14167324,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81718,12192805,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81719,12528060,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81720,14157732,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81721,14312119,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81722,14537070,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81723,12734550,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81724,14724183,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81725,12693932,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81726,12703955,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81727,14600043,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81728,14695950,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81729,14842760,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81730,14585251,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81731,14585252,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81732,13296090,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81734,14484231,"Cooper, Christopher",,,Haiti,Creole,False,Never Detained
81735,13655103,"Cooper, Christopher",,,Haiti,Creole,False,Never Detained
81736,14393045,"Cooper, Christopher",,,Haiti,Creole,False,Never Detained
81737,14021137,"Cooper, Christopher",,,Haiti,Creole,False,Never Detained
81738,14525873,"Simons, Ian R.",,,Haiti,Creole,False,Never Detained
81739,13709884,"Simons, Ian R.",,,Haiti,Creole,False,Never Detained
81740,14323042,"Gundlach, Robert",,,Haiti,Spanish,False,Never Detained
81741,14319302,"Simons, Ian R.",,,Haiti,Spanish,False,Never Detained
81743,12182550,"Gundlach, Robert",,,Honduras,Spanish,False,Never Detained
81744,14122357,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81745,13927857,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
81746,13010532,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
81747,14724318,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81748,11931242,"Hansen, Katherine L.",,,Russia,Russian,False,Never Detained
81749,12482067,"Simons, Ian R.",,,Senegal,Wolof,False,Never Detained
81750,12368201,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81751,12719246,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81752,13079563,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81753,13735907,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81754,14521024,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81755,14532245,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81756,12660246,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81757,14542629,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81758,14167332,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81759,13594961,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81760,12040736,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81761,12488860,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81762,14214362,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81763,14623108,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81764,14671838,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81765,12645897,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81766,12521141,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81767,14650420,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81768,11137583,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81769,12274828,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81770,13889173,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81771,14209144,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81773,14443286,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81774,14370829,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81775,14334506,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81776,14543251,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81777,13568248,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81778,13661861,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81779,14856790,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
81781,14481673,"Cooper, Christopher",,,Haiti,Creole,False,Never Detained
81782,13797061,"Gundlach, Robert",,,Haiti,Creole,False,Never Detained
81783,8881000,"Gundlach, Robert",,,Mexico,English,False,Never Detained
81784,14620495,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81785,13990910,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81786,13400835,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81787,14193058,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81788,12336957,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81789,14165085,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81790,14185292,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81791,13136671,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81792,13952167,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81793,14609091,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81794,12790651,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81795,12583220,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81796,14228081,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81797,12996436,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81798,14792007,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81799,14369265,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81800,14378924,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81801,14056020,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81802,14334505,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81803,13021326,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81804,14268993,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81805,14418453,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81806,14056219,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81807,14405255,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81808,13293162,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81809,14480716,"Cooper, Christopher",,,Cuba,Spanish,False,Never Detained
81810,12852523,"Simons, Ian R.",,,Ecuador,Spanish,False,Never Detained
81811,14377333,"Cooper, Christopher",,,Haiti,Creole,False,Never Detained
81812,12445858,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81813,14141579,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81814,12030251,"Hansen, Katherine L.",,,Unknown Nationality,Spanish,False,Never Detained
81815,14740470,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81816,14729740,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81817,14831259,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81818,12040384,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81819,14614152,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81820,14644810,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81821,14851837,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81822,14068979,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81823,14378947,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81824,12187109,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81825,12859157,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81826,14842479,"Cooper, Christopher",,,Haiti,Spanish,False,Never Detained
81827,14839672,"Simons, Ian R.",,,Haiti,Spanish,False,Never Detained
81828,12406533,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81829,14724322,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81830,14586692,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81832,13300320,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81833,14481351,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81834,14800929,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
81835,14793307,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81836,14249622,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81837,14804492,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
81838,14228084,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81839,14585587,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81840,14839702,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81841,12445145,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81842,12912179,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81843,12907975,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81844,14135391,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81845,14807699,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81846,12178852,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81847,14319079,"Simons, Ian R.",,,Haiti,Spanish,False,Never Detained
81848,12445146,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
81849,12013842,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81850,14334617,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81851,11716854,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81852,14170945,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81853,14272387,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81854,14657204,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
81855,14805525,"Simons, Ian R.",,,Haiti,Spanish,False,Never Detained
81856,13005909,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81857,12013900,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
81858,14319080,"Simons, Ian R.",,,Haiti,Spanish,False,Never Detained
81859,12289892,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
81860,13400834,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
81861,13532440,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
